Season,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
2018,"Yan Gomes","CLE",0.335793357,0.77118644,0.271777003,0.31707317,0.411149825,0.127118644,0.13559322,8,0.087912087,0,0,0.42857143,0.32404181,0.24738676,0.13937282,0.42857143,0.43205575,"Yan Gomes",9627,543228
2010,"Carlos Santana","CLE",0.277310924,0.796296296,0.211382113,0.349593495,0.43902439,0.111111111,0.111111111,3,0.069767441,2,1,0.584,0.28,0.136,0.16,0.408,0.432,"Carlos Santana",2396,467793
2007,"Ben Francisco","CLE",0.341463414,1.333333333,0.186046511,0.465116279,0.348837209,0.133333333,0.2,2,0.1,0,0,0.59090909,0.20454545,0.20454545,0.11363636,0.45454545,0.43181818,"Ben Francisco",4677,450204
2009,"Alex Avila","DET",0.307692307,1,0.136363636,0.431818181,0.431818181,0.052631578,0.263157894,2,0.105263157,0,0,0.5,0.22727273,0.27272727,0.09090909,0.47727273,0.43181818,"Alex Avila",7476,488671
2014,"Ben Paulsen","COL",0.4,1.357142857,0.25,0.431818181,0.318181818,0.071428571,0.285714285,0,0,0,0,0.5,0.31818182,0.18181818,0.11363636,0.45454545,0.43181818,"Ben Paulsen",9741,572019
2016,"Shin-Soo Choo","TEX",0.288,1.525,0.223076923,0.469230769,0.307692307,0.025,0.175,1,0.016393442,1,0.5,0.40909091,0.34090909,0.25,0.09848485,0.46969697,0.43181818,"Shin-Soo Choo",3174,425783
2019,"Tommy La Stella","LAA",0.282258064,1.367816091,0.213740458,0.454198473,0.332061068,0.103448275,0.183908045,3,0.025210084,1,0.5,0.39772727,0.33712121,0.26515152,0.14393939,0.42424242,0.43181818,"Tommy La Stella",12371,600303
2018,"Matt Chapman","OAK",0.33773087,1.025316455,0.203980099,0.402985074,0.393034825,0.139240506,0.151898734,9,0.055555555,0,0,0.4044665,0.34987593,0.24565757,0.16129032,0.40694789,0.43176179,"Matt Chapman",16505,656305
2019,"Matt Thaiss","LAA",0.264367816,0.921052631,0.223404255,0.372340425,0.404255319,0.078947368,0.210526315,2,0.057142857,1,1,0.51578947,0.28421053,0.2,0.16842105,0.4,0.43157895,"Matt Thaiss",19318,642136
2018,"Nick Hundley","SFG",0.310160427,0.972602739,0.269035532,0.360406091,0.370558375,0.08219178,0.136986301,2,0.028169014,0,0,0.46700508,0.3248731,0.20812183,0.18781726,0.38071066,0.43147208,"Nick Hundley",3376,460026
2018,"Shohei Ohtani","LAA",0.349753694,1.324324324,0.235555555,0.435555555,0.328888888,0.054054054,0.297297297,9,0.091836734,0,0,0.36888889,0.37333333,0.25777778,0.10222222,0.46666667,0.43111111,"Shohei Ohtani",19755,660271
2010,"Matt Carson","OAK",0.185185185,0.777777777,0.172413793,0.362068965,0.465517241,0.037037037,0.148148148,1,0.047619047,0,0,0.25862069,0.44827586,0.29310345,0.13793103,0.43103448,0.43103448,"Matt Carson",4748,454998
2012,"Steve Pearce","BAL",0.283018867,0.633333333,0.125,0.339285714,0.535714285,0.066666666,0.1,2,0.105263157,0,0,0.39655172,0.36206897,0.24137931,0.10344828,0.46551724,0.43103448,"Steve Pearce",9957,456665
2019,"Martín Maldonado","HOU",0.211538461,0.846153846,0.157894736,0.385964912,0.45614035,0.115384615,0.23076923,0,0,0,0,0.44827586,0.37931034,0.17241379,0.18965517,0.37931034,0.43103448,"Martin Maldonado",6887,455117
2019,"Lourdes Gurriel Jr.","TOR",0.317535545,0.919191919,0.177489177,0.393939393,0.428571428,0.101010101,0.202020202,11,0.12087912,0,0,0.39655172,0.35344828,0.25,0.18965517,0.37931034,0.43103448,"Lourdes Gurriel Jr.",19238,666971
2023,"Matt Mervis","CHC",0.218181818,1.35,0.189655172,0.465517241,0.344827586,0.1,0.15,1,0.037037037,0,0,0.55172414,0.32758621,0.12068966,0.25862069,0.31034483,0.43103448,"Matt Mervis",27845,670223
2018,"Daniel Descalso","ARI",0.300429184,0.649122807,0.235772357,0.300813008,0.463414634,0.131578947,0.114035087,6,0.081081081,0,0,0.49186992,0.29268293,0.21544715,0.15853659,0.41056911,0.43089431,"Daniel Descalso",8392,518614
2019,"Travis d'Arnaud","TBR",0.295358649,1.051546391,0.213438735,0.403162055,0.383399209,0.175257731,0.164948453,3,0.029411764,0,0,0.38735178,0.34387352,0.2687747,0.19367589,0.37549407,0.43083004,"Travis d'Arnaud",7739,518595
2018,"Steve Pearce","TOR",0.311475409,1.19047619,0.292307692,0.384615384,0.323076923,0.047619047,0.19047619,3,0.12,0,0,0.53846154,0.30769231,0.15384615,0.16923077,0.4,0.43076923,"Steve Pearce",9957,456665
2020,"Pablo Sandoval","SFG",0.265625,1.6,0.2,0.492307692,0.307692307,0.1,0.05,4,0.125,0,0,0.30769231,0.47692308,0.21538462,0.18461538,0.38461538,0.43076923,"Pablo Sandoval",5409,467055
2016,"Sean Rodríguez","PIT",0.344262295,1.111111111,0.243781094,0.39800995,0.358208955,0.069444444,0.25,3,0.0375,0,0,0.41584158,0.34653465,0.23762376,0.15346535,0.41584158,0.43069307,"Sean Rodriguez",6589,446481
2018,"Adalberto Mondesi","KCR",0.335135135,1.098591549,0.211640211,0.412698412,0.375661375,0.126760563,0.197183098,8,0.102564102,4,0.307692307,0.41584158,0.40594059,0.17821782,0.17821782,0.39108911,0.43069307,"Adalberto Mondesi",13769,609275
2020,"Brandon Lowe","TBR",0.308943089,0.762711864,0.240875912,0.328467153,0.430656934,0.033898305,0.237288135,1,0.022222222,0,0,0.45255474,0.32116788,0.22627737,0.13868613,0.43065693,0.43065693,"Brandon Lowe",18882,664040
2023,"Ryan McMahon","COL",0.326409495,1.291666666,0.231843575,0.432960893,0.33519553,0.016666666,0.191666666,12,0.077419354,1,0.5,0.34722222,0.375,0.27777778,0.12777778,0.44166667,0.43055556,"Ryan McMahon",15112,641857
2023,"Jorge Soler","MIA",0.271903323,0.770588235,0.179836512,0.356948228,0.463215258,0.076470588,0.211764705,5,0.038167938,0,0,0.46321526,0.35149864,0.1852861,0.13351499,0.4359673,0.43051771,"Jorge Soler",14221,624585
2018,"Ryan Braun","MIL",0.273927392,1.703296703,0.23125,0.484375,0.284375,0.054945054,0.219780219,10,0.064516129,2,0.666666666,0.39628483,0.34365325,0.26006192,0.16408669,0.40557276,0.43034056,"Ryan Braun",3410,460075
2010,"Jim Edmonds","MIL",0.343949044,0.710144927,0.284848484,0.296969696,0.418181818,0.028985507,0.115942028,1,0.020408163,0,0,0.33333333,0.36363636,0.3030303,0.11515152,0.45454545,0.43030303,"Jim Edmonds",1153,113744
2017,"Cody Bellinger","LAD",0.298657718,0.748387096,0.176291793,0.352583586,0.47112462,0.083870967,0.251612903,9,0.077586206,6,0.75,0.42433234,0.34718101,0.22848665,0.13946588,0.43026706,0.43026706,"Cody Bellinger",15998,641355
2012,"Miguel Cabrera","DET",0.33127572,1.172774869,0.216981132,0.422641509,0.360377358,0.047120418,0.230366492,7,0.03125,0,0,0.36226415,0.35283019,0.28490566,0.06226415,0.50754717,0.43018868,"Miguel Cabrera",1744,408234
2024,"Ketel Marte","ARI",0.299191374,1.392857142,0.172839506,0.481481481,0.345679012,0.078571428,0.257142857,10,0.051282051,2,1,0.51842752,0.30958231,0.17199017,0.10810811,0.46191646,0.42997543,"Ketel Marte",13613,606466
2019,"Mookie Betts","BOS",0.308823529,0.719457013,0.247524752,0.314851485,0.437623762,0.099547511,0.131221719,11,0.069182389,0,0,0.43564356,0.33663366,0.22772277,0.11485149,0.45544554,0.42970297,"Mookie Betts",13611,605141
2024,"Juan Soto","NYY",0.297619047,1.213414634,0.203947368,0.436403508,0.359649122,0.085365853,0.25,6,0.030150753,4,0.8,0.45119306,0.34707158,0.20173536,0.12581345,0.44468547,0.42950108,"Juan Soto",20123,665742
2018,"Jorge Soler","KCR",0.340136054,1.37735849,0.192307692,0.467948717,0.339743589,0.132075471,0.16981132,5,0.06849315,0,0,0.53205128,0.26923077,0.19871795,0.17307692,0.3974359,0.42948718,"Jorge Soler",14221,624585
2018,"Nolan Arenado","COL",0.314220183,1.027173913,0.213080168,0.398734177,0.388185654,0.119565217,0.206521739,8,0.042328042,0,0,0.39789474,0.36842105,0.23368421,0.15368421,0.41684211,0.42947368,"Nolan Arenado",9777,571448
2020,"Freddie Freeman","ATL",0.365853658,0.848484848,0.310734463,0.31638418,0.372881355,0.015151515,0.196969696,3,0.053571428,0,0,0.37288136,0.33333333,0.29378531,0.0960452,0.47457627,0.42937853,"Freddie Freeman",5361,518692
2019,"Brandon Lowe","TBR",0.377245508,0.705128205,0.269230769,0.302197802,0.428571428,0.064102564,0.217948717,6,0.109090909,2,1,0.44565217,0.34782609,0.20652174,0.11413043,0.45652174,0.42934783,"Brandon Lowe",18882,664040
2021,"Brad Miller","PHI",0.276381909,1.2375,0.178899082,0.45412844,0.366972477,0.1375,0.25,5,0.05050505,0,0,0.40639269,0.3652968,0.2283105,0.14611872,0.42465753,0.42922374,"Brad Miller",12775,543543
2016,"Giancarlo Stanton","MIA",0.29032258,0.924369747,0.167272727,0.4,0.432727272,0.117647058,0.226890756,8,0.072727272,0,0,0.40363636,0.37090909,0.22545455,0.17090909,0.4,0.42909091,"Giancarlo Stanton",4949,519317
2019,"Domingo Santana","SEA",0.347014925,1.382022471,0.266435986,0.425605536,0.307958477,0.011235955,0.235955056,9,0.073170731,0,0,0.39446367,0.34602076,0.25951557,0.12802768,0.44290657,0.42906574,"Domingo Santana",10348,570267
2019,"Bryan Reynolds","PIT",0.386554621,1.558558558,0.238605898,0.46380697,0.297587131,0.063063063,0.144144144,16,0.092485549,0,0,0.38605898,0.35120643,0.26273458,0.16353887,0.4075067,0.42895442,"Bryan Reynolds",19326,668804
2008,"Albert Pujols","STL",0.340136054,1.072625698,0.223849372,0.40167364,0.374476987,0.117318435,0.20670391,12,0.0625,0,0,0.4748954,0.31799163,0.20711297,0.15481172,0.41631799,0.42887029,"Albert Pujols",1177,405395
2007,"Wily Mo Peña","BOS",0.311827956,1.314285714,0.173469387,0.469387755,0.357142857,0.114285714,0.142857142,3,0.065217391,0,0,0.42857143,0.33673469,0.23469388,0.14285714,0.42857143,0.42857143,"Wily Mo Pena",344,276377
2007,"Manny Parra","MIL",0.333333333,1,0.2,0.4,0.4,0,0,0,0,0,0,0.57142857,0.28571429,0.14285714,0,0.57142857,0.42857143,"Manny Parra",4279,448159
2007,"Eric Stults","LAD",0.571428571,0.666666666,0.285714285,0.285714285,0.428571428,0,0,0,0,0,0,0.71428571,0.28571429,0,0,0.57142857,0.42857143,"Eric Stults",8011,445590
2008,"Joe Koshansky","COL",0.277777777,1,0.142857142,0.428571428,0.428571428,0,0.333333333,1,0.111111111,0,0,0.33333333,0.42857143,0.23809524,0.04761905,0.52380952,0.42857143,"Joe Koshansky",7547,459423
2008,"Juan Miranda","NYY",0.571428571,0.666666666,0.285714285,0.285714285,0.428571428,0,0,0,0,0,0,0.71428571,0.14285714,0.14285714,0.14285714,0.42857143,0.42857143,"Juan Miranda",7783,506673
2009,"Aaron Bates","BOS",0.571428571,1,0.428571428,0.285714285,0.285714285,0,0,0,0,0,0,0.28571429,0.28571429,0.42857143,0.14285714,0.42857143,0.42857143,"Aaron Bates",2777,488686
2009,"Prince Fielder","MIL",0.314903846,0.944723618,0.162337662,0.406926406,0.43073593,0.055276381,0.231155778,5,0.026595744,0,0,0.37662338,0.36796537,0.25541126,0.11904762,0.45238095,0.42857143,"Prince Fielder",4613,425902
2009,"Virgil Vasquez","PIT",0,1,0.2,0.4,0.4,0,0,0,0,0,0,0.14285714,0.28571429,0.57142857,0,0.57142857,0.42857143,"Virgil Vasquez",6124,446911
2010,"Max St. Pierre","DET",0.285714285,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0,0,0.28571429,0.57142857,0.14285714,0.14285714,0.42857143,0.42857143,"Max St. Pierre",2390,425833
2011,"Jai Miller","OAK",0.333333333,0.5,0.142857142,0.285714285,0.571428571,0,0.25,0,0,0,0,0.28571429,0.42857143,0.28571429,0,0.57142857,0.42857143,"Jai Miller",5715,455687
2011,"Juan Nicasio","COL",0.5,3,0.333333333,0.5,0.166666666,0,0,0,0,0,0,0.28571429,0.28571429,0.42857143,0.28571429,0.28571429,0.42857143,"Juan Nicasio",7731,504379
2013,"Justin Maxwell","KCR",0.362068965,1.47368421,0.253968253,0.444444444,0.301587301,0.052631578,0.263157894,3,0.107142857,0,0,0.50793651,0.34920635,0.14285714,0.15873016,0.41269841,0.42857143,"Justin Maxwell",6827,452239
2013,"Tommy Milone","OAK",0.285714285,5,0.142857142,0.714285714,0.142857142,0,0,0,0,0,0,0,0.85714286,0.14285714,0,0.57142857,0.42857143,"Tommy Milone",7608,543548
2013,"Thomas Neal","NYY",0.285714285,4,0.285714285,0.571428571,0.142857142,0,0,0,0,0,0,0,0.57142857,0.42857143,0,0.57142857,0.42857143,"Thomas Neal",9461,489166
2014,"Joey Terdoslavich","ATL",0.428571428,5,0.142857142,0.714285714,0.142857142,0,0,0,0,0,0,0.28571429,0.71428571,0,0.28571429,0.28571429,0.42857143,"Joey Terdoslavich",10593,519345
2014,"Andy Wilkins","CHW",0.285714285,1.142857142,0.285714285,0.38095238,0.333333333,0.142857142,0,0,0,0,0,0.57142857,0.33333333,0.0952381,0.19047619,0.38095238,0.42857143,"Andy Wilkins",11251,519421
2015,"Jemile Weeks","BOS",0.428571428,1.5,0.285714285,0.428571428,0.285714285,0,0,1,0.333333333,0,0,0.14285714,0.57142857,0.28571429,0,0.57142857,0.42857143,"Jemile Weeks",2498,457789
2015,"Slade Heathcott","NYY",0.421052631,1,0.238095238,0.38095238,0.38095238,0,0.25,0,0,0,0,0.28571429,0.38095238,0.33333333,0.0952381,0.47619048,0.42857143,"Slade Heathcott",10336,571761
2016,"Andy Wilkins","MIL",0.153846153,1.6,0.071428571,0.571428571,0.357142857,0.2,0.2,1,0.125,0,0,0.5,0.21428571,0.28571429,0.28571429,0.28571429,0.42857143,"Andy Wilkins",11251,519421
2017,"Michael Martinez","CLE",0.666666666,1,0.833333333,0.166666666,0,0,0,0,0,0,0,0.14285714,0.71428571,0.14285714,0.28571429,0.28571429,0.42857143,"Michael Martinez",7358,492841
2017,"Chris Rusin","COL",0.5,3,0.5,0.5,0,0,0,1,0.333333333,0,0,0.28571429,0.57142857,0.14285714,0.42857143,0.14285714,0.42857143,"Chris Rusin",9895,543734
2017,"Niko Goodrum","MIN",0.142857142,2.5,0,0.714285714,0.285714285,0.5,0,0,0,0,0,0.42857143,0.28571429,0.28571429,0.28571429,0.28571429,0.42857143,"Niko Goodrum",12092,592348
2018,"Chris Gimenez","MIN",0.315789473,1.428571428,0.19047619,0.476190476,0.333333333,0,0.285714285,0,0,0,0,0.57142857,0.38095238,0.04761905,0,0.57142857,0.42857143,"Chris Gimenez",7324,460269
2018,"Brian Dozier","LAD",0.196261682,0.955555555,0.214285714,0.383928571,0.401785714,0.177777777,0.111111111,0,0,0,0,0.48214286,0.375,0.14285714,0.15178571,0.41964286,0.42857143,"Brian Dozier",9810,572821
2018,"Jace Peterson","NYY",0.428571428,6,0,0.857142857,0.142857142,0,0,0,0,0,0,0.42857143,0.14285714,0.42857143,0.14285714,0.42857143,0.42857143,"Jace Peterson",12325,607054
2018,"Patrick Kivlehan","ARI",0.428571428,0.75,0,0.428571428,0.571428571,0.25,0,0,0,0,0,0.28571429,0.42857143,0.28571429,0.28571429,0.28571429,0.42857143,"Patrick Kivlehan",13910,623182
2018,"Rio Ruiz","ATL",0.142857142,2,0.142857142,0.571428571,0.285714285,0,0,0,0,0,0,0.42857143,0.14285714,0.42857143,0.14285714,0.42857143,0.42857143,"Rio Ruiz",14103,547004
2018,"Luke Voit","STL",0.166666666,1,0.142857142,0.428571428,0.428571428,0,0.333333333,1,0.333333333,0,0,0.57142857,0.14285714,0.28571429,0.28571429,0.28571429,0.42857143,"Luke Voit",14811,572228
2018,"Clint Frazier","NYY",0.428571428,2.75,0.285714285,0.523809523,0.19047619,0,0,0,0,0,0,0.47619048,0.19047619,0.33333333,0.14285714,0.42857143,0.42857143,"Clint Frazier",15983,640449
2018,"Michael Soroka","ATL",0.142857142,6,0.142857142,0.857142857,0,0,0,0,0,0,0,0.28571429,0.14285714,0.57142857,0.14285714,0.42857143,0.42857143,"Michael Soroka",18383,647336
2019,"Tyler Chatwood","CHC",0.25,0.666666666,0.166666666,0.333333333,0.5,0.166666666,0,0,0,0,0,0.28571429,0.21428571,0.5,0.07142857,0.5,0.42857143,"Tyler Chatwood",4338,543022
2019,"Taylor Davis","CHC",0.153846153,1.4,0.142857142,0.5,0.357142857,0,0.2,0,0,0,0,0.35714286,0.28571429,0.35714286,0.14285714,0.42857143,0.42857143,"Taylor Davis",12782,543089
2019,"Deivy Grullón","PHI",0.142857142,0.333333333,0.428571428,0.142857142,0.428571428,0,0,0,0,0,0,0.14285714,0.14285714,0.71428571,0,0.57142857,0.42857143,"Deivy Grullon",15988,620453
2019,"Skye Bolt","OAK",0.142857142,0.666666666,0.285714285,0.285714285,0.428571428,0.333333333,0,0,0,0,0,0.28571429,0.28571429,0.42857143,0.14285714,0.42857143,0.42857143,"Skye Bolt",17723,621450
2020,"Manny Piña","MIL",0.269230769,0.384615384,0.357142857,0.178571428,0.464285714,0.076923076,0.153846153,0,0,0,0,0.35714286,0.46428571,0.17857143,0.14285714,0.42857143,0.42857143,"Manny Pina",2829,444489
2020,"Mitch Moreland","BOS",0.341463414,0.909090909,0.125,0.416666666,0.458333333,0.136363636,0.363636363,1,0.05,0,0,0.40816327,0.3877551,0.20408163,0.12244898,0.44897959,0.42857143,"Mitch Moreland",3086,519048
2020,"Tyler Flowers","ATL",0.411764705,0.833333333,0.371428571,0.285714285,0.342857142,0.083333333,0.083333333,1,0.1,0,0,0.4,0.4,0.2,0.05714286,0.51428571,0.42857143,"Tyler Flowers",9134,452095
2020,"Austin Hedges","CLE",0.142857142,2,0.142857142,0.571428571,0.285714285,0.5,0,0,0,0,0,0.28571429,0.28571429,0.42857143,0.28571429,0.28571429,0.42857143,"Austin Hedges",12976,595978
2020,"Matt Olson","OAK",0.226890756,0.793103448,0.20610687,0.351145038,0.442748091,0.155172413,0.24137931,2,0.04347826,1,0.5,0.47368421,0.33082707,0.19548872,0.12781955,0.44360902,0.42857143,"Matt Olson",14344,621566
2020,"Jesús Sánchez","MIA",0.071428571,2,0.142857142,0.571428571,0.285714285,0.25,0,0,0,0,0,0.42857143,0.21428571,0.35714286,0.07142857,0.5,0.42857143,"Jesus Sanchez",19913,660821
2022,"Roman Quinn","TBR",0.523809523,0.5,0.368421052,0.210526315,0.421052631,0,0,0,0,2,1,0.57142857,0.33333333,0.0952381,0.04761905,0.52380952,0.42857143,"Roman Quinn",13546,596451
2022,"Chris Okey","CIN",0.285714285,2,0.142857142,0.571428571,0.285714285,0,0,0,0,0,0,0.28571429,0.42857143,0.28571429,0,0.57142857,0.42857143,"Chris Okey",19245,608360
2022,"Zach McKinstry","LAD",0,1.5,0.285714285,0.428571428,0.285714285,0,0.5,1,0.333333333,0,0,0.71428571,0.14285714,0.14285714,0.14285714,0.42857143,0.42857143,"Zach McKinstry",19392,656716
2022,"Joe Dunand","MIA",0.333333333,0.2,0.142857142,0.142857142,0.714285714,0.2,0.2,0,0,0,0,0.71428571,0.28571429,0,0.14285714,0.42857143,0.42857143,"Joe Dunand",19727,656388
2022,"Miguel Vargas","LAD",0.205882352,0.666666666,0.142857142,0.342857142,0.514285714,0.111111111,0.055555555,3,0.25,0,0,0.37142857,0.4,0.22857143,0.17142857,0.4,0.42857143,"Miguel Vargas",20178,678246
2023,"Abraham Almonte","NYM",0.142857142,2.5,0,0.714285714,0.285714285,0,0,0,0,0,0,0.42857143,0.28571429,0.28571429,0.14285714,0.42857143,0.42857143,"Abraham Almonte",5486,501659
2023,"Michael Pérez","NYM",0.571428571,1.5,0.285714285,0.428571428,0.285714285,0.5,0,0,0,0,0,0.14285714,0.71428571,0.14285714,0.14285714,0.42857143,0.42857143,"Michael Perez",12977,605421
2023,"Luis Torrens","SEA",0.285714285,1,0.142857142,0.428571428,0.428571428,0.333333333,0,1,0.333333333,0,0,0.71428571,0.14285714,0.14285714,0.14285714,0.42857143,0.42857143,"Luis Torrens",15905,620443
2023,"Shohei Ohtani","LAA",0.341853035,1.070921985,0.182072829,0.422969187,0.394957983,0.056737588,0.312056737,11,0.072847682,0,0,0.38935574,0.36134454,0.24929972,0.09803922,0.47338936,0.42857143,"Shohei Ohtani",19755,660271
2024,"Rob Brantly","TBR",0.142857142,0.25,0.285714285,0.142857142,0.571428571,0,0,0,0,0,0,0.28571429,0.57142857,0.14285714,0.28571429,0.28571429,0.42857143,"Rob Brantly",10655,542963
2024,"Austin Wynns","CIN",0.5,1.25,0.357142857,0.357142857,0.285714285,0.25,0,1,0.2,0,0,0.42857143,0.35714286,0.21428571,0.14285714,0.42857143,0.42857143,"Austin Wynns",15271,642851
2024,"Carlos Narvaez","NYY",0.428571428,4,0.285714285,0.571428571,0.142857142,0,0,0,0,0,0,0.42857143,0.28571429,0.28571429,0,0.57142857,0.42857143,"Carlos Narvaez",19722,665966
2024,"Isaac Collins","MIL",0.285714285,1,0.142857142,0.428571428,0.428571428,0,0,0,0,0,0,0.14285714,0.57142857,0.28571429,0.14285714,0.42857143,0.42857143,"Isaac Collins",25477,686555
2024,"Grae Kessinger","HOU",0,1.166666666,0.071428571,0.5,0.428571428,0,0,0,0,0,0,0.35714286,0.5,0.14285714,0.07142857,0.5,0.42857143,"Grae Kessinger",25813,666197
2023,"Jake Burger","CHW",0.224852071,1.064102564,0.170103092,0.427835051,0.402061855,0.141025641,0.32051282,3,0.036144578,0,0,0.5257732,0.30412371,0.17010309,0.16494845,0.40721649,0.42783505,"Jake Burger",22275,669394
2021,"Byron Buxton","MIN",0.344155844,1.045454545,0.215116279,0.40116279,0.38372093,0.045454545,0.287878787,7,0.101449275,0,0,0.53757225,0.26589595,0.19653179,0.13872832,0.43352601,0.42774566,"Byron Buxton",14161,621439
2019,"Nick Castellanos","CHC",0.346666666,0.884057971,0.216867469,0.367469879,0.41566265,0,0.231884057,5,0.081967213,0,0,0.40361446,0.37349398,0.22289157,0.10240964,0.46987952,0.42771084,"Nick Castellanos",11737,592206
2021,"Tyler O'Neill","STL",0.366197183,0.884615384,0.229559748,0.36163522,0.408805031,0.107692307,0.261538461,14,0.12173913,0,0,0.38050314,0.36477987,0.25471698,0.14150943,0.43081761,0.42767296,"Tyler O'Neill",15711,641933
2024,"Romy Gonzalez","BOS",0.338129496,2.078947368,0.176056338,0.556338028,0.267605633,0.105263157,0.157894736,6,0.075949367,0,0,0.31724138,0.4137931,0.26896552,0.15172414,0.42068966,0.42758621,"Romy Gonzalez",21562,663853
2015,"J.D. Martinez","DET",0.339425587,0.786885245,0.223277909,0.342042755,0.434679334,0.049180327,0.207650273,14,0.097222222,0,0,0.41092637,0.34679335,0.24228029,0.12589074,0.44655582,0.42755344,"J.D. Martinez",6184,502110
2019,"Ji Man Choi","TBR",0.303448275,1.196261682,0.237012987,0.415584415,0.347402597,0.06542056,0.177570093,5,0.0390625,1,1,0.37216828,0.38834951,0.2394822,0.10355987,0.46925566,0.42718447,"Ji Man Choi",5452,596847
2007,"Troy Glaus","TOR",0.302238805,0.746153846,0.211805555,0.336805555,0.451388888,0.1,0.153846153,1,0.010309278,0,0,0.39236111,0.35416667,0.25347222,0.15625,0.41666667,0.42708333,"Troy Glaus",15,136267
2016,"Tommy Pham","STL",0.341772151,1.538461538,0.25,0.454545454,0.295454545,0,0.346153846,5,0.125,0,0,0.31460674,0.33707865,0.34831461,0.12359551,0.4494382,0.42696629,"Tommy Pham",2967,502054
2023,"Matt Olson","ATL",0.301790281,0.886597938,0.177528089,0.386516853,0.435955056,0.030927835,0.278350515,5,0.029069767,0,0,0.38202247,0.37303371,0.24494382,0.11235955,0.46067416,0.42696629,"Matt Olson",14344,621566
2022,"Joey Gallo","LAD",0.222222222,0.6,0.2,0.3,0.5,0.066666666,0.233333333,1,0.055555555,0,0,0.49180328,0.32786885,0.18032787,0.13114754,0.44262295,0.42622951,"Joey Gallo",14128,608336
2024,"Jackson Holliday","BAL",0.264957264,1.558139534,0.098360655,0.549180327,0.352459016,0.023255813,0.116279069,3,0.044776119,0,0,0.39344262,0.36065574,0.24590164,0.12295082,0.45081967,0.42622951,"Jackson Holliday",31781,702616
2020,"Salvador Perez","KCR",0.375,0.953488372,0.269565217,0.356521739,0.373913043,0.046511627,0.255813953,4,0.097560975,0,0,0.46086957,0.36521739,0.17391304,0.12173913,0.45217391,0.42608696,"Salvador Perez",7304,521692
2023,"Adolis García","TEX",0.279538904,0.784530386,0.163212435,0.367875647,0.468911917,0.071823204,0.215469613,15,0.105633802,0,0,0.42487047,0.34455959,0.23056995,0.11168831,0.46233766,0.42597403,"Adolis Garcia",19287,666969
2013,"Delmon Young","TBR",0.25490196,1.095238095,0.185185185,0.425925925,0.388888888,0.095238095,0.142857142,1,0.04347826,0,0,0.27777778,0.5,0.22222222,0.09259259,0.48148148,0.42592593,"Delmon Young",2140,430321
2013,"Josmil Pinto","MIN",0.44,1.277777777,0.24074074,0.425925925,0.333333333,0.111111111,0.222222222,2,0.086956521,0,0,0.35185185,0.42592593,0.22222222,0.11111111,0.46296296,0.42592593,"Josmil Pinto",6806,500887
2019,"Danny Jansen","TOR",0.23046875,0.945454545,0.204460966,0.3866171,0.408921933,0.136363636,0.118181818,4,0.038461538,0,0,0.53703704,0.24444444,0.21851852,0.17407407,0.4,0.42592593,"Danny Jansen",16535,643376
2017,"Tim Beckham","TBR",0.357142857,1.706896551,0.237864077,0.480582524,0.281553398,0.017241379,0.206896551,9,0.09090909,1,0.333333333,0.49282297,0.34449761,0.16267943,0.15311005,0.42105263,0.42583732,"Tim Beckham",7949,542921
2019,"Corey Dickerson","PHI",0.333333333,0.75609756,0.287128712,0.306930693,0.405940594,0.219512195,0.195121951,4,0.129032258,0,0,0.32673267,0.28712871,0.38613861,0.23762376,0.33663366,0.42574257,"Corey Dickerson",10762,572816
2018,"Stephen Piscotty","OAK",0.290243902,1.361111111,0.221967963,0.448512585,0.32951945,0.048611111,0.1875,15,0.076530612,0,0,0.39359268,0.36842105,0.23798627,0.12814645,0.44622426,0.42562929,"Stephen Piscotty",13367,572039
2010,"Geovany Soto","CHC",0.324444444,0.90625,0.243801652,0.359504132,0.396694214,0.083333333,0.177083333,4,0.045977011,0,0,0.45867769,0.34710744,0.19421488,0.12809917,0.44628099,0.42561983,"Geovany Soto",3707,434567
2014,"Jarrod Saltalamacchia","MIA",0.316964285,0.926315789,0.221276595,0.374468085,0.404255319,0.063157894,0.115789473,5,0.056818181,0,0,0.42978723,0.3787234,0.19148936,0.09361702,0.48085106,0.42553191,"Jarrod Saltalamacchia",5557,457454
2019,"Tim Federowicz","TEX",0.2,0.875,0.318181818,0.318181818,0.363636363,0.1875,0.25,1,0.071428571,0,0,0.59574468,0.29787234,0.10638298,0.12765957,0.44680851,0.42553191,"Tim Federowicz",8609,543148
2019,"Nolan Arenado","COL",0.311688311,0.804444444,0.192842942,0.359840954,0.447316103,0.151111111,0.182222222,17,0.093922651,0,0,0.42544732,0.34393638,0.2306163,0.16898608,0.4055666,0.42544732,"Nolan Arenado",9777,571448
2017,"Miguel Cabrera","DET",0.291907514,1.210084033,0.273480662,0.397790055,0.328729281,0.025210084,0.134453781,4,0.027777777,0,0,0.32044199,0.36464088,0.31491713,0.09944751,0.47513812,0.42541436,"Miguel Cabrera",1744,408234
